ko_id	category1	category2	function	Arabidopsis_thaliana.batch_run_hsds_id	Arabidopsis_thaliana.batch_run_hsds_genes	Arabidopsis_thaliana.batch_run_hsds_num	Chlamydomonas_reinhardtii.batch_run_hsds_id	Chlamydomonas_reinhardtii.batch_run_hsds_genes	Chlamydomonas_reinhardtii.batch_run_hsds_num
K21848	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ARV1; lipid intermediate transporter	NP_001318899.1	NP_001318899.1; NP_001321775.1; NP_001321777.1	1			
K22128	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	PIEZO1_2, FAM38; piezo-type mechanosensitive ion channel component 1/2	NP_182327.6	NP_182327.6; NP_001323909.1; NP_001323908.1	1			
K13254	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	SPAST; spastin 	NP_182074.4	NP_182074.4; NP_001078063.1; NP_001323445.1	1			
K23292	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	LNPK; endoplasmic reticulum junction formation protein lunapark	NP_180010.1	NP_180010.1; NP_194837.2	1			
K23951	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	YM; dymeclin	NP_171916.2	NP_171916.2; NP_001322389.1; NP_001322388.1	1			
K22255	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	ATPIF1; ATPase inhibitor, mitochondrial	NP_568140.2	NP_568140.2; NP_001078528.1	1			
K22262	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	WFY3, ALFY, BPH1; W repeat and FYVE domain-containing protein 3	NP_171805.1	NP_171805.1; NP_001322129.1; NP_001322130.1; NP_001322128.1	1			
K22991	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	WR45, WIPI4, WIPI3; W repeat-containing protein 45	NP_181613.2	NP_181613.2; NP_973650.1; NP_191203.2; NP_001030918.4; NP_181613.2; NP_973650.1; NP_191203.2; NP_001326816.1; NP_001326815.1	1			
K23952	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	VMA21; vacuolar ATPase assembly integral membrane protein VMA21	NP_172069.1	NP_172069.1; NP_565728.1	1			
K20523	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	SH3YL1; SH3 domain-containing YSC84-like protein 1	NP_174273.3	NP_174273.3; NP_001031110.1	1			
K17261	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	CAP1_2, SRV2; adenylyl cyclase-associated protein	NP_195175.1	NP_195175.1; NP_001329504.1	1			
K07910	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	RAB18; Ras-related protein Rab-18	NP_568121.1, NP_187602.1, NP_175056.1	NP_568121.1; NP_001332165.1, NP_187602.1; NP_001189850.1; NP_001189851.1; NP_001326432.1; NP_001326433.1, NP_175056.1; NP_001077675.1; NP_001117435.1	3	XP_001697342.1	XP_001697342.1; XP_001698022.1; XP_001703135.1; XP_001703081.2	1
K21852	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	OCK6_7_8; dedicator of cytokinesis protein 6/7/8	NP_193367.7	NP_193367.7; NP_001319958.1	1			
K12158	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	NE8; ubiquitin-like protein Nedd8	NP_191784.1, NP_173755.1, NP_172661.1	NP_191784.1; NP_001189768.1; NP_566095.1; NP_001190681.1; NP_001328999.1; NP_565812.1; NP_564379.2, NP_173755.1; NP_001190681.1; NP_001328999.1; NP_565812.1; NP_564379.2, NP_172661.1; NP_172662.1	3			
K10689	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	PEX4; peroxin-4 	NP_568476.1	NP_568476.1; NP_001031939.1	1			
K10696	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	BRE1; E3 ubiquitin-protein ligase BRE1 	NP_564680.4	NP_564680.4; NP_001321104.1; NP_001185233.1	1			
K11968	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	ARIH1; ariadne-1 	NP_201181.2, NP_189408.1, NP_172080.2, NP_172079.2, NP_201178.1, NP_179206.2	NP_201181.2; NP_001332429.1; NP_974987.1, NP_189408.1; NP_001323970.1; NP_001323971.1, NP_172080.2; NP_001184920.1; NP_180709.3; NP_001324416.1; NP_001324417.1; NP_176722.2; NP_180735.1; NP_180736.1; NP_180737.3, NP_172079.2; NP_001184919.1, NP_201178.1; NP_201180.1, NP_179206.2; NP_001323969.1; NP_567966.1; NP_179206.2; NP_001323969.1; NP_001323970.1; NP_001323971.1; NP_567966.1; NP_001323968.1; NP_001320134.1	6			
K11979	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	UBR7; E3 ubiquitin-protein ligase UBR7 	NP_194117.3	NP_194117.3; NP_001078436.1; NP_974600.1; NP_001329017.1	1			
K10664	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	ATL6S; E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 	NP_181044.1, NP_198094.1, NP_177367.1, NP_179593.1, NP_173666.1, NP_181045.1, NP_181085.2	NP_181044.1; NP_001323608.1, NP_198094.1; NP_566249.1, NP_177367.1; NP_179455.1; NP_194618.3, NP_179593.1; NP_194618.3, NP_173666.1; NP_177365.1, NP_181045.1; NP_196200.3, NP_181085.2; NP_188294.1; NP_568080.2	7			
K19039	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	ATL7_58_59; E3 ubiquitin-protein ligase ATL7/58/59 	NP_974604.1, NP_174614.2	NP_974604.1; NP_567480.2, NP_174614.2; NP_192753.1; NP_192754.1	2			
K19040	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	ATL76S; E3 ubiquitin-protein ligase ATL10/75/76/77/78 	NP_175346.1	NP_175346.1; NP_175347.1; NP_175348.1; NP_850610.1; NP_175349.1	1			
K10639	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	CCNB1IP1, HEI10; E3 ubiquitin-protein ligase CCNP1IP1 	NP_175754.2	NP_175754.2; NP_001321879.1	1			
K22377	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	LTN1; E3 ubiquitin-protein ligase listerin 	NP_200649.1	NP_200649.1; NP_001331639.1	1			
K15687	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	MKRN; E3 ubiquitin-protein ligase makorin 	NP_850540.1	NP_850540.1; NP_001325802.1; NP_974255.1	1			
K15688	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	MUL1; E3 ubiquitin-protein ligase MUL1 	NP_564653.1, NP_176574.2	NP_564653.1; NP_001320570.1, NP_176574.2; NP_001319312.1	2			
K10695	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RNF1_2; E3 ubiquitin-protein ligase RNF1/2 	NP_171873.2	NP_171873.2; NP_001318915.1; NP_001184901.1; NP_001323367.1; NP_001323369.1; NP_199241.2; NP_001331587.1; NP_001154760.1; NP_001323368.1	1			
K22651	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RNF4; E3 ubiquitin-protein ligase RNF4 	NP_187376.1, NP_568701.1	NP_187376.1; NP_001078119.1; NP_001327588.1, NP_568701.1; NP_001318762.1; NP_001332107.1; NP_001332108.1; NP_851156.1; NP_974908.1	2			
K15692	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RNF13, RZF; E3 ubiquitin-protein ligase RNF13 	NP_201417.1, NP_174800.2	NP_201417.1; NP_975001.1, NP_174800.2; NP_001319153.1	2			
K10640	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RNF25, AO7; E3 ubiquitin-protein ligase RNF25 	NP_191589.3	NP_191589.3; NP_001190140.1	1			
K19041	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RNF38_44; E3 ubiquitin-protein ligase RNF38/44 	NP_181045.1, NP_175727.2	NP_181045.1; NP_196200.3, NP_175727.2; NP_001031177.1; NP_001189897.1; NP_566498.1	2			
K12169	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	KPC1, RNF123; Kip1 ubiquitination-promoting complex protein 1 	NP_850020.1	NP_850020.1; NP_001189573.1	1			
K15707	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RNF170; RING finger protein 170 	NP_564172.1	NP_564172.1; NP_565037.1; NP_001185064.1; NP_001323299.1	1			
K15710	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	SHPRH; E3 ubiquitin-protein ligase SHPRH 	NP_181609.4	NP_181609.4; NP_001318395.1; NP_001325178.1	1			
K10638	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	UHRF1, NP95; E3 ubiquitin-protein ligase UHRF1 	NP_176092.2, NP_192599.2, NP_176091.2, NP_176778.1	NP_176092.2; NP_001319260.1; NP_974045.1, NP_192599.2; NP_001078357.1, NP_176091.2; NP_001321213.1, NP_176778.1; NP_176779.2; NP_198771.1	4			
K22381	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	ZNF598; E3 ubiquitin-protein ligase ZNF598 	NP_191783.1	NP_191783.1; NP_001324629.1; NP_566094.2; NP_001324631.1; NP_001189767.1; NP_001324630.1	1			
K16275	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	BAH, NLA; E3 ubiquitin-protein ligase BAH 	NP_181426.2, NP_563667.1	NP_181426.2; NP_001324931.1; NP_001324932.1; NP_001118474.1; NP_001324933.1; NP_001318380.1, NP_563667.1; NP_001117218.1; NP_001321448.1	2			
K19045	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	BB; E3 ubiquitin-protein ligase BIG BROTHER and related proteins 	NP_566651.1, NP_680148.1	NP_566651.1; NP_001326741.1, NP_680148.1; NP_001030922.1	2			
K16276	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K16276, BTS; zinc finger protein-like protein	NP_173325.2	NP_173325.2; NP_177615.2; NP_001323234.1	1			
K19042	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	BOI; E3 ubiquitin-protein ligase BOI and related proteins 	NP_172535.1, NP_193503.2, NP_565200.1, NP_193705.1, NP_195233.2, NP_564408.1	NP_172535.1; NP_001117260.1; NP_001117519.1; NP_001322160.1; NP_001322161.1; NP_176260.1; NP_974055.1, NP_193503.2; NP_001078402.1; NP_001328742.1, NP_565200.1; NP_974174.1; NP_001322856.1; NP_566438.1, NP_193705.1; NP_851134.1; NP_199323.2, NP_195233.2; NP_001078493.1, NP_564408.1; NP_001323256.1; NP_001323257.1; NP_001323258.1	6			
K16277	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RIP; E3 ubiquitin-protein ligase RIP 	NP_172162.3, NP_001320761.1, NP_188946.2	NP_172162.3; NP_001321540.1; NP_001323803.1; NP_565702.1; NP_001323802.1; NP_973775.1, NP_001320761.1; NP_001320762.1, NP_188946.2; NP_001327765.1	3			
K16280	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RGLG; E3 ubiquitin-protein ligase RGLG 	NP_186814.1	NP_186814.1; NP_001325948.1; NP_196946.1; NP_850818.1; NP_974779.1; NP_974780.1; NP_001077787.1; NP_001319339.1; NP_564907.1; NP_974100.1; NP_849857.1; NP_001321682.1; NP_565206.1; NP_001032132.1; NP_201202.2	1			
K16281	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RHA1; RING-H2 zinc finger protein RHA1	NP_192875.1, NP_176569.1	NP_192875.1; NP_192876.1, NP_176569.1; NP_198956.1; NP_191705.1; NP_189929.1; NP_568404.1	2			
K16282	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RHA2; E3 ubiquitin-protein ligase RHA2 	NP_172962.1	NP_172962.1; NP_001318169.1; NP_178507.1; NP_973416.1	1			
K19043	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RHF; E3 ubiquitin-protein ligase RHF 	NP_568410.1	NP_568410.1; NP_851050.1; NP_851051.1; NP_001331677.1	1			
K16283	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	SIR1; E3 ubiquitin-protein ligase SIR1 	NP_191112.1	NP_191112.1; NP_001190129.1; NP_001326029.1	1			
K16284	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	SIS3; E3 ubiquitin-protein ligase SIS3 	NP_190382.2	NP_190382.2; NP_001325939.1; NP_001325937.1; NP_001325938.1; NP_001325940.1	1			
K16285	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	XERICO; RING/U-box domain-containing protein 	NP_973908.2, NP_172962.1	NP_973908.2; NP_001117565.1, NP_172962.1; NP_001318169.1; NP_178507.1; NP_973416.1	2			
K23788	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	TUL1, FLY1_2; transmembrane E3 ubiquitin-protein ligase 	NP_179657.2, NP_194566.3	NP_179657.2; NP_973491.1, NP_194566.3; NP_001328219.1; NP_001328220.1; NP_001328221.1	2			
K17822	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	CUN11_2; CN1-like protein 1/2	NP_189539.1	NP_189539.1; NP_001326021.1	1	XP_001689460.2	XP_001689460.2; XP_042918073.1	1
K17824	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	CUN14_5; CN1-like protein 4/5	NP_563983.4	NP_563983.4; NP_001154344.1; NP_001185006.1	1			
K22755	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	UFL1; E3 UFM1-protein ligase 1 	NP_566883.4	NP_566883.4; NP_001190020.1; NP_001190021.1; NP_001327855.1	1			
K10268	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	FBXL2_20; F-box and leucine-rich repeat protein 2/20	NP_001031579.1, NP_192183.2, NP_196384.2, NP_565240.1, NP_566312.1	NP_001031579.1; NP_001328275.1; NP_001328273.1; NP_001328274.1, NP_192183.2; NP_001329758.1; NP_001078348.4; NP_001319852.1; NP_001329695.1; NP_001329696.1; NP_001329697.1; NP_001329698.1; NP_001329699.1; NP_001190662.1; NP_001319853.1, NP_196384.2; NP_199951.1; NP_001032056.1; NP_199950.2, NP_565240.1; NP_974192.1; NP_974191.1, NP_566312.1; NP_850534.1; NP_001325806.1	5			
K10295	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	FBXO9; F-box protein 9	NP_564150.1	NP_564150.1; NP_001320240.1	1			
K11792	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	A1; ET1- and B1-associated protein 1	NP_198971.1	NP_198971.1; NP_001330332.1	1			
K11793	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	CRBN; cereblon	NP_850069.1	NP_850069.1; NP_001323610.1	1			
K11790	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	TL, CT2, CAF2; denticleless	NP_566822.1	NP_566822.1; NP_001326885.1	1			
K11805	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	CAF7, HAN11; B1- and CUL4-associated factor 7	NP_197840.1, NP_172751.1	NP_197840.1; NP_001318637.1; NP_851069.1; NP_851070.1, NP_172751.1; NP_189298.1	2			
K11804	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	CAF8; B1- and CUL4-associated factor 8	NP_190148.1	NP_190148.1; NP_001190014.1; NP_001329237.1; NP_568042.1; NP_001328784.1; NP_195240.2	1			
K11807	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	WTC1, CAF9; W and tetratricopeptide repeats protein 1	NP_568242.1	NP_568242.1; NP_001190286.1	1			
K11801	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	CAF11; B1- and CUL4-associated factor 11	NP_192211.2	NP_192211.2; NP_001190666.1; NP_001328634.1	1			
K11797	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	PHIP, CAF14; PH-interacting protein	NP_199754.2, NP_850474.3	NP_199754.2; NP_001318768.1, NP_850474.3; NP_001189770.1; NP_001324313.1	2			
K22382	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	WR26; W repeat-containing protein 26	NP_196473.1	NP_196473.1; NP_001078546.1; NP_001318513.1	1			
K23333	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RMN5; E3 ubiquitin-protein transferase RMN5 	NP_565541.1	NP_565541.1; NP_001031397.1	1			
K23334	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RANBP9_10, RANBPM; Ran-binding protein 9/10	NP_174777.2, NP_192659.2	NP_174777.2; NP_973963.1; NP_192672.2, NP_192659.2; NP_192669.2; NP_192663.2	2			
K23338	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	GI8; glucose-induced degradation protein 8	NP_176310.3, NP_563758.1	NP_176310.3; NP_001322513.1; NP_001322514.1; NP_001077750.1; NP_001077752.1; NP_001319279.1; NP_001322515.1; NP_974061.1; NP_001077751.1; NP_001077753.1; NP_974062.1; NP_001328626.1; NP_192668.2; NP_001328625.1; NP_001318979.1; NP_001321853.1; NP_001321852.1; NP_001328623.1; NP_001328624.1, NP_563758.1; NP_001322834.1	2			
K17263	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	CAN1, TIP120A; cullin-associated NE8-dissociated protein 1	NP_178360.2	NP_178360.2; NP_001030954.1	1			
K23344	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	RGK1; RGK domain-containing protein 1	NP_567767.1	NP_567767.1; NP_849456.1; NP_001328633.1	1			
K18342	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	OTU6; OTU domain-containing protein 6 	NP_191853.1	NP_191853.1; NP_001190165.1; NP_001325820.1	1			
K20799	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	FAM175B, ABRO1; BRISC complex subunit Abro1	NP_187490.2	NP_187490.2; NP_001030661.1	1			
K16287	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	ULP1C_; ubiquitin-like-specific protease 1C/ 	NP_172527.2	NP_172527.2; NP_973802.1	1			
